,time,Total Solar Generation,Total Wind Generation,Natural Gas Generation,Discharging rate,Charging rate,Demand,Battery State of Charge,wind_gen_var_1277,wind_gen_var_154,wind_gen_var_1700,wind_gen_var_1737,wind_gen_var_1804point5,wind_gen_var_1804,wind_gen_var_2048,wind_gen_var_209,wind_gen_var_249,wind_gen_var_263,wind_gen_var_356,wind_gen_var_523,wind_gen_var_530,wind_gen_var_622,wind_gen_var_739,solar_capacity_var_92,solar_capacity_var_177,solar_capacity_var_110,solar_capacity_var_94,solar_capacity_var_214,solar_capacity_var_38,solar_capacity_var_21,solar_capacity_var_112,solar_capacity_var_107,solar_capacity_var_213,solar_gen_var_107,solar_gen_var_110,solar_gen_var_112,solar_gen_var_177,solar_gen_var_21,solar_gen_var_213,solar_gen_var_214,solar_gen_var_38,solar_gen_var_92,solar_gen_var_94,Non Natural Gas Demand
13,13.0,714.931290387,1590.9822373945312,0.0,0.0,0.0,2028.4268180000001,0.0,86.53586642678934,66.65716129032256,0.0,0.0,768.0766935483873,0.0,0.0,89.82280645161289,0.0,113.14090322580644,0.0,234.52332258064519,232.2254838709678,0.0,0.0,,,,,,,,,,,64.907580621,66.64580648,67.633548416,107.90719349700001,12.798483873,129.455903322,130.23625803,22.99980647,55.443354811999995,56.903354866,1.0
14,14.0,573.732838959,1568.3734797652278,0.0,0.0,0.0,1967.842107,0.0,85.99944750716347,65.12709677419356,0.0,0.0,760.3348064516128,0.0,0.0,88.92612903225805,0.0,111.03690322580645,0.0,232.21200000000005,224.73709677419353,0.0,0.0,,,,,,,,,,,52.071032226999996,53.48838715,54.29832262400001,86.598677505,10.266967746,103.854677385,104.507935546,18.46187098,44.516129056,45.66883874,1.0
15,15.0,364.78600021200003,1562.4191063379055,8.364654450094429,0.0,0.0,1935.569761,0.0,86.19102569274415,64.29251612903226,0.0,0.0,762.8378225806451,0.0,0.0,89.11490322580644,0.0,110.31577419354836,0.0,230.84545161290322,218.82161290322588,0.0,0.0,,,,,,,,,,,33.149290364,34.00064514,34.539354864,55.018451670000005,6.5282903280000015,66.00938713800001,66.415935546,11.742,28.306322548,29.076322614000006,0.9956784536426252
16,16.0,97.700677503,1608.0895631534866,207.1261443435136,0.0,0.0,1912.916385,0.0,88.29838573413153,66.31935483870969,0.0,0.0,784.9575000000001,0.0,0.0,91.50154838709679,0.0,113.6753870967742,0.0,237.76254838709673,225.5748387096774,0.0,0.0,,,,,,,,,,,8.925870985,9.158387150000001,9.306838688,14.633903163000001,1.737580635,17.637774276000002,17.686064453999997,3.1638064700000004,7.621161319999999,7.829290362,0.8917223220169586
17,17.0,0.0,1726.2032735396967,249.43246746030317,0.0,0.0,1975.6357409999998,0.0,94.52467676550337,71.43116129032258,0.0,0.0,835.2506612903225,0.0,0.0,97.86593548387096,0.0,121.93019354838708,0.0,259.98161290322577,245.21903225806446,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8737457202844241
18,18.0,0.0,1844.4083806400854,369.28384135991496,0.0,0.0,2213.692222,0.0,101.67692902718177,76.40883870967743,0.0,0.0,888.7453548387097,0.0,0.0,104.99890322580644,0.0,130.11712903225802,0.0,278.6409032258064,263.8203225806452,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8331819402490023
19,19.0,0.0,1951.8979442725374,215.18060172746254,0.0,0.0,2167.078546,0.0,108.44602491769886,80.65625806451611,0.0,0.0,941.1922741935484,0.0,0.0,111.63970967741935,0.0,137.4302258064516,0.0,294.0440967741936,278.48935483870963,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9007047519691229
20,20.0,0.0,2014.197007624787,101.78510837521323,0.0,0.0,2115.982116,0.0,111.30053988285086,83.64187096774194,0.0,0.0,973.6732741935487,0.0,0.0,115.08483870967743,0.0,142.42722580645162,0.0,298.26183870967753,289.80741935483866,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9518969902412856
21,21.0,0.0,2006.8947575918314,48.41551740816847,0.0,0.0,2055.310275,0.0,109.92117694666999,83.72135483870967,0.0,0.0,972.916548387097,0.0,0.0,114.30277419354846,0.0,142.52054838709677,0.0,292.5594516129032,290.95290322580644,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9764436941725656
22,22.0,0.0,1951.2572649046626,57.657155095337004,0.0,0.0,2008.9144199999998,0.0,106.58771651756632,81.52064516129033,0.0,0.0,947.0714516129032,0.0,0.0,110.95877419354832,0.0,138.72825806451613,0.0,282.943,283.44741935483864,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9712993472886032
23,23.0,0.0,1860.7772082849629,82.61232271503704,0.0,0.0,1943.389531,0.0,101.1149663494785,77.96870967741937,0.0,0.0,904.4037580645168,0.0,0.0,105.58545161290324,0.0,132.65380645161295,0.0,267.77599999999995,271.2745161290323,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9574906001101449
24,0.0,0.0,679.2361013863053,4838.755307613694,0.0,0.0,5517.991409,0.0,38.334794934692376,27.287806451612894,0.0,0.0,319.9785967741936,0.0,0.0,38.27396774193548,0.0,46.559483870967746,0.0,113.79467741935483,95.00677419354841,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1230948095131959
25,1.0,0.0,801.1846643692512,4617.644713630748,0.0,0.0,5418.829377999999,0.0,44.48445469183196,32.568516129032254,0.0,0.0,379.3524677419354,0.0,0.0,44.975451612903235,0.0,55.442096774193566,0.0,130.48006451612906,113.8816129032258,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14785198213141665
26,2.0,0.0,914.5557318361455,4419.307766163853,0.0,0.0,5333.863498,0.0,50.787376997436034,37.13883870967743,0.0,0.0,435.40838709677405,0.0,0.0,51.50164516129033,0.0,63.35754838709678,0.0,147.4522580645161,128.90967741935484,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17146215537369328
27,3.0,0.0,1008.1014992179852,4212.333465782015,0.0,0.0,5220.4349649999995,0.0,56.34314437927554,41.038516129032246,0.0,0.0,478.59996774193536,0.0,0.0,56.88845161290324,0.0,69.92406451612906,0.0,162.73735483870968,142.57,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1931068016318032
28,4.0,0.0,1055.7746631788696,4136.90112382113,0.0,0.0,5192.675786999999,0.0,58.731485759514584,43.229290322580646,0.0,0.0,499.3808225806453,0.0,0.0,59.4234193548387,0.0,73.40245161290325,0.0,169.90751612903227,151.6996774193549,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20331996575292247
29,5.0,81.69832255000001,1047.1040187429337,3992.963027707065,0.0,0.0,5121.765369,0.0,57.83745422680473,43.02064516129033,0.0,0.0,494.60762903225805,0.0,0.0,58.74922580645161,0.0,72.96129032258062,0.0,167.6468064516129,152.28096774193543,0.0,0.0,,,,,,,,,,,7.40025803,7.590000000000001,7.742451584,12.355742004000001,1.4645806350000001,14.800064523000001,14.89025803,2.6207741959999997,6.339096791999999,6.495096756,0.2203932160042169
30,6.0,379.523677183,939.7195619339782,3603.142850883021,0.0,0.0,4922.38609,0.0,52.88196515978472,38.142322580645164,0.0,0.0,448.38914516129034,0.0,0.0,53.47029032258063,0.0,65.08825806451614,0.0,148.71758064516126,133.03,0.0,0.0,,,,,,,,,,,34.305580621000004,35.33483866,35.811096719999995,57.467903163,6.795193545,68.785258092,69.329096788,12.183290314,29.416258019999997,30.095161259999998,0.2680088914189539
31,7.0,597.570483845,868.4665652706101,3745.688878884389,0.0,0.0,5211.725928000001,0.0,48.76942010931967,35.469677419354845,0.0,0.0,418.2365322580645,0.0,0.0,49.50603225806452,0.0,60.67664516129033,0.0,133.6518064516129,122.15645161290318,0.0,0.0,,,,,,,,,,,54.086774197000004,55.70258067000001,56.549161312,90.212903163,10.674774201,108.210870954,108.93980642400001,19.22187098,46.492645188000004,47.479096756,0.28129588343073203
32,8.0,709.843613088,974.1291510426006,3629.4477108693995,0.0,0.0,5313.420475,0.0,52.39024781679433,41.038516129032246,0.0,0.0,459.0415161290322,0.0,0.0,54.036612903225794,0.0,68.95690322580647,0.0,151.87245161290318,146.79290322580644,0.0,0.0,,,,,,,,,,,64.344967773,66.22,67.319225792,106.959387171,12.667741926,128.439,129.21458072800002,22.86006451,55.324645188,56.494,0.3169281956987604
33,9.0,773.042806605,1109.819229287466,3720.812797107531,0.0,0.0,5603.674833,0.0,58.188680900369334,48.06290322580646,0.0,0.0,518.0661290322581,0.0,0.0,60.913387096774166,0.0,79.7738387096774,0.0,169.40138709677422,175.4129032258064,0.0,0.0,,,,,,,,,,,70.13332259100001,72.15645162000001,73.435870928,116.289,13.785483872999999,139.81732261500002,140.549677516,24.923096784000002,60.340129056,61.612451622,0.3360048703761875
34,10.0,793.9249355080001,1179.6914791720374,3775.607683319962,0.0,0.0,5749.224098,0.0,61.170914655908426,51.80858064516129,0.0,0.0,550.6053387096773,0.0,0.0,64.52706451612903,0.0,85.56832258064517,0.0,176.01480645161294,189.99645161290326,0.0,0.0,,,,,,,,,,,72.04896777300002,74.10096771000002,75.45548382400001,119.383645167,14.156709672000002,143.575741908,144.305032334,25.594838706000004,61.999096791999996,63.304451622,0.3432839598941022
35,11.0,797.402709814,1205.086496455012,3978.79768273099,0.0,0.0,5981.286888999999,0.0,62.588593229205436,53.055483870967734,0.0,0.0,561.7233870967741,0.0,0.0,65.94287096774194,0.0,87.53658064516128,0.0,179.49022580645163,194.74935483870973,0.0,0.0,,,,,,,,,,,72.36306456099999,74.41322580999999,75.78787092800002,119.920354833,14.220387090000001,144.194129046,144.93322590999998,25.708838706,62.272129056000004,63.589483874,0.33479236883817187
36,12.0,791.068548367,1224.6634933426117,4125.370613290388,0.0,0.0,6141.102655000001,0.0,63.5847997942249,54.01425806451611,0.0,0.0,570.6294677419354,0.0,0.0,66.96090322580643,0.0,89.04670967741939,0.0,182.13896774193543,198.28838709677413,0.0,0.0,,,,,,,,,,,71.80735481800001,73.82419352000001,75.195354864,118.93829033399999,14.107258074,143.046677385,143.787290364,25.505354823999998,61.767612924000005,63.089161260000004,0.3282361743405203
37,13.0,760.845741922,1235.9913409476505,4289.674141130349,0.0,0.0,6286.511224,0.0,63.98072804442499,54.56070967741935,0.0,0.0,577.0907419354836,0.0,0.0,67.54745161290325,0.0,89.99690322580648,0.0,182.59448387096774,200.22032258064513,0.0,0.0,,,,,,,,,,,69.008096788,71.00322581,72.261677376,114.484742004,13.570064508,137.625483816,138.354451606,24.523483882,59.38451613200001,60.63,0.3176383548392199
38,14.0,702.356580545,1221.437820047841,4378.812362407158,0.0,0.0,6302.606763,0.0,62.76101359622802,54.02916129032259,0.0,0.0,571.851870967742,0.0,0.0,66.65751612903226,0.0,89.14851612903226,0.0,178.39361290322583,198.5961290322581,0.0,0.0,,,,,,,,,,,63.671903212,65.54580648,66.654451584,105.74893550100002,12.527516127,127.06480643100001,127.77870963600002,22.63206451,54.799354812,55.93303225199999,0.3052378917064355
39,15.0,591.8579355210001,1171.3083930340567,4468.670709444943,0.0,0.0,6231.837038,0.0,59.42116722760498,52.00232258064516,0.0,0.0,550.3142903225809,0.0,0.0,63.70454838709677,0.0,85.77193548387098,0.0,168.47348387096773,191.62064516129033,0.0,0.0,,,,,,,,,,,53.600096787999995,55.21645162000001,56.122838687999995,89.196580668,10.554870963,107.10464523000002,107.76625803,19.06006451,46.157290284000005,47.07883874,0.28292882464733293
40,16.0,400.692870882,1057.5206289822233,4645.506419135777,0.0,0.0,6103.719919,0.0,52.600983820933074,47.1538064516129,0.0,0.0,498.62409677419345,0.0,0.0,57.205322580645166,0.0,77.69529032258065,0.0,149.3924193548387,174.84870967741938,0.0,0.0,,,,,,,,,,,36.286806424000005,37.38935486,37.989677376,60.38554833,7.148129037,72.516193569,72.96019357600001,12.906516118,31.24141934,31.869032251999997,0.23890570327858832
41,17.0,125.58529013799998,861.1823338395187,4887.844104022481,0.0,0.0,5874.611727999999,0.0,41.502220936292815,38.450322580645164,0.0,0.0,408.80656451612896,0.0,0.0,46.21596774193548,0.0,63.39148387096773,0.0,118.48480645161293,144.3309677419355,0.0,0.0,,,,,,,,,,,11.335096788,11.681290279999999,11.872,18.967548330000003,2.2463225820000003,22.811612862,22.93251606,4.029225804,9.763870944,9.945806488,0.16797154768106887
42,18.0,0.0,686.7216975242432,5088.305914475759,0.0,0.0,5775.027612000001,0.0,32.01910075004958,30.730451612903234,0.0,0.0,326.7309193548388,0.0,0.0,36.3188064516129,0.0,50.67416129032257,0.0,93.83632258064516,116.41193548387095,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11891227950101821
43,19.0,0.0,549.1320320533648,5299.690252946637,0.0,0.0,5848.822285,0.0,25.811967537235823,24.421419354838715,0.0,0.0,262.7584838709677,0.0,0.0,29.10493548387097,0.0,40.40867741935484,0.0,75.2613870967742,91.36516129032259,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0938876247722003
44,20.0,0.0,462.79143094691915,5286.798474053082,0.0,0.0,5749.589905,0.0,22.631769656596664,20.19883870967741,0.0,0.0,222.30275806451607,0.0,0.0,24.810322580645167,0.0,33.731870967741926,0.0,65.1894193548387,73.92645161290318,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08049120695451024
45,21.0,0.0,420.7459637852676,5200.6564732147335,0.0,0.0,5621.402437000001,0.0,21.916544430428825,17.705032258064517,0.0,0.0,201.87116129032256,0.0,0.0,23.030451612903224,0.0,29.88867741935484,0.0,63.41796774193549,62.91612903225808,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07484715220100992
46,22.0,0.0,443.1463382906841,5166.240723709317,0.0,0.0,5609.387062000001,0.0,24.656112484232427,17.76961290322581,0.0,0.0,210.83545161290326,0.0,0.0,24.810322580645153,0.0,30.389225806451613,0.0,73.0175483870968,61.66806451612904,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07900084864756726
47,23.0,0.0,538.2941800961979,5043.474398903803,0.0,0.0,5581.768579,0.0,30.780228483294575,21.256967741935487,0.0,0.0,253.85240322580646,0.0,0.0,30.45332258064515,0.0,36.472161290322575,0.0,92.01425806451616,73.46483870967742,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09643792509087401
